"","Duration..in.seconds.","ResponseId","UserLanguage","ses_gender","ses_year_born.","ses_region.","ses_education","ses_income","ses_children","ses_citizen_status","ses_employ_status","ses_household_compo_1","ses_household_compo_2","ses_household_compo_3","ses_household_compo_4","ideo_left_right_1","ideo_interest._1","attention","budget_issue_imp_1","budget_issue_imp_2","budget_issue_imp_3","budget_issue_imp_4","budget_issue_imp_5","budget_spend_prio_6","budget_spend_prio_7","budget_spend_prio_8","budget_spend_prio_9","budget_spend_prio_10","tradeoff_cc1_tax","tradeoff_cc1_cut","tradeoff_cc1_debt","tradeoff_cc1_no_spend","tradeoff_ge_tax","tradeoff_ge_cut","tradeoff_ge_debt","tradeoff_ge_no_spend","tradeoff_tax_less_services","tradeoff_tax_sales_tax","tradeoff_tax_inc_tax","tradeoff_tax_wealth_tax","tradeoff_hc_all","tradeoff_hc_spend","tradeoff_hc_pensions","tradeoff_cc2_all","tradeoff_cc2_low_inc","tradeoff_cc2_educ_all","tradeoff_cc2_educ_low_inc","redis_fei_can1","redis_fei_can2.","redis_pnvo_rich","redis_pnvo_poor.","redis_fid_can","redis_prev_freerider","redis_iden_freerider","redis_human_nature.","PID","province","ses_language_clean","ideo_vote_fed_clean","ideo_vote_prov_clean","ideo_define_clean","trust_social_clean","trust_inst_pp","trust_inst_fed","trust_inst_prov","trust_inst_media","ses_region_cat","budget_spend_prio_health_num","budget_spend_prio_health_raw","budget_spend_prio_health_norm","budget_spend_prio_seniors_num","budget_spend_prio_seniors_raw","budget_spend_prio_seniors_norm","budget_spend_prio_cc_num","budget_spend_prio_cc_raw","budget_spend_prio_cc_norm","budget_spend_prio_ecn_num","budget_spend_prio_ecn_raw","budget_spend_prio_ecn_norm","budget_spend_prio_clim_num","budget_spend_prio_clim_raw","budget_spend_prio_clim_norm","tradeoff_cc1_tax_bin","tradeoff_cc1_tax_intensity","tradeoff_cc1_cut_bin","tradeoff_cc1_cut_intensity","tradeoff_cc1_debt_bin","tradeoff_cc1_debt_intensity","tradeoff_cc1_no_spend_bin","tradeoff_cc1_no_spend_intensity","tradeoff_ge_tax_bin","tradeoff_ge_tax_intensity","tradeoff_ge_cut_bin","tradeoff_ge_cut_intensity","tradeoff_ge_debt_bin","tradeoff_ge_debt_intensity","tradeoff_ge_no_spend_bin","tradeoff_ge_no_spend_intensity","tradeoff_tax_less_services_bin","tradeoff_tax_less_services_intensity","tradeoff_tax_sales_tax_bin","tradeoff_tax_sales_tax_intensity","tradeoff_tax_inc_tax_bin","tradeoff_tax_inc_tax_intensity","tradeoff_tax_wealth_tax_bin","tradeoff_tax_wealth_tax_intensity","tradeoff_hc_all_bin","tradeoff_hc_all_intensity","tradeoff_hc_spend_bin","tradeoff_hc_spend_intensity","tradeoff_hc_pensions_bin","tradeoff_hc_pensions_intensity","tradeoff_cc2_all_bin","tradeoff_cc2_all_intensity","tradeoff_cc2_low_inc_bin","tradeoff_cc2_low_inc_intensity","tradeoff_cc2_educ_all_bin","tradeoff_cc2_educ_all_intensity","tradeoff_cc2_educ_low_inc_bin","tradeoff_cc2_educ_low_inc_intensity","tradeoff_cc1_tax_strong","tradeoff_cc1_cut_strong","tradeoff_cc1_debt_strong","tradeoff_cc1_no_spend_strong","tradeoff_ge_tax_strong","tradeoff_ge_cut_strong","tradeoff_ge_debt_strong","tradeoff_ge_no_spend_strong","tradeoff_tax_less_services_strong","tradeoff_tax_sales_tax_strong","tradeoff_tax_inc_tax_strong","tradeoff_tax_wealth_tax_strong","tradeoff_hc_all_strong","tradeoff_hc_spend_strong","tradeoff_hc_pensions_strong","tradeoff_cc2_all_strong","tradeoff_cc2_low_inc_strong","tradeoff_cc2_educ_all_strong","tradeoff_cc2_educ_low_inc_strong","redis_intelligence_num","redis_intelligence_bin","redis_opportunity_num","redis_opportunity_bin","redis_reasons_rich_num","redis_reasons_rich_bin","redis_reasons_poor_num","redis_reasons_poor_bin","redis_effort_num","redis_effort_bin","redis_social_benefits_num","redis_social_benefits_bin","redis_welfare_num","redis_welfare_bin","redis_no_cheat_system_num","redis_no_cheat_system_bin","trust_social_num","trust_social_bin","trust_inst_pp_num","trust_inst_pp_bin","trust_inst_fed_num","trust_inst_fed_bin","trust_inst_prov_num","trust_inst_prov_bin","trust_inst_media_num","trust_inst_media_bin"
"11",392,"R_3gIwOq0hm4thMVX","FR","Male",1966,"Quebec","Completed secondary/ high school","$1 to $30,000","In couple with children","Yes","Self-employed",0,0,0,2,10,5,"Brown",1,5,4,3,2,50,0,0,50,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,100,0,0,0,100,"","Sometimes","Most of the time","Most of the time","Sometimes","Never","Most of the time","Never","75d99fd5-5cdc-f011-8d4c-002248d5417f","Québec","English","Conservative Party of Canada","Conservative Party of Quebec","Solely as Canadian",0,0,0,0,0,"Quebec",50,0.5,0.5,0,0,0,0,0,0,50,0.5,0.5,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,0,-33.3333333333333,0,-33.3333333333333,1,66.6666666666667,0,-25,0,-25,0,-25,1,75,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,NA,0,0.66,1,0,0,0,0,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",408,"R_16etRJ7jPifK1aC","EN","Female",2001,"Ontario","Bachelor’s degree","$30,001 to $60,000","Other/Prefer not to answer","Yes","A student attending school",0,0,0,0,3,8,"Brown",1,2,4,3,5,40,15,20,5,20,50,50,0,0,50,50,0,0,0,0,50,50,50,50,0,25,0,75,0,"","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","f6e89fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Another party (specify)","Solely as Canadian",6,7,7,7,6,"Ontario",40,0.4,0.5,15,0.15,0.25,20,0.2,0.25,5,0.05,0,20,0.2,0.25,0,25,0,25,0,-25,0,-25,0,25,0,25,0,-25,0,-25,0,-25,0,-25,0,25,0,25,0,16.6666666666667,0,16.6666666666667,0,-33.3333333333333,0,0,0,-25,1,50,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0.33,0,0.33,0,0.33,0,0.33,0,0.66,1,0.33,0,0.66,1,6,1,7,1,7,1,7,1,6,1
"13",602,"R_68zYXFpeDsksRd1","EN","Male",1956,"Ontario","Completed technical, community college, CEGEP, College Classique","$30,001 to $60,000","In couple without children","Yes","Retired",NA,NA,NA,NA,5,6,"Brown",4,5,3,1,2,60,20,0,20,0,0,0,0,100,0,0,0,100,90,0,10,0,20,40,40,25,25,25,25,"","Sometimes","Sometimes","Sometimes","Most of the time","Sometimes","Sometimes","Rarely","b5a5e2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Conservative Party of Canada","Progressive Conservative Party of Ontario","Equally Canadian and Ontarian",4,3,2,2,0,"Ontario",60,0.6,0.5,20,0.2,0.25,0,0,0,20,0.2,0.25,0,0,0,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,1,65,0,-25,0,-15,0,-25,0,-13.3333333333333,0,6.66666666666666,0,6.66666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0.33,0,0.33,0,1,1,0.66,1,0.33,0,0.33,0,4,0,3,0,2,0,2,0,0,0
"14",313,"R_6F2SDZnPuI83k3Z","FR","Male",1975,"Quebec","Bachelor’s degree","$110,001 to $150,000","In couple without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,6,4,"Brown",1,2,3,5,4,20,20,5,30,25,25,25,25,25,25,25,25,25,25,25,30,20,25,25,50,25,25,25,25,"Rarely","","Most of the time","Sometimes","Sometimes","Rarely","Rarely","Rarely","b6d99fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Coalition Avenir Québec","Solely as Canadian",5,3,3,5,2,"Quebec",20,0.2,0.25,20,0.2,0.25,5,0.05,0,30,0.3,0.25,25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,-5,0,-8.33333333333334,0,-8.33333333333334,1,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0,0,0.33,0,0.66,1,0.33,0,0.66,1,0.33,0,5,0,3,0,3,0,5,0,2,0
"15",522,"R_30BIuuVYwJBtcnx","EN","Male",1985,"Quebec","Bachelor’s degree","Don’t know/Prefer not to answer","Other/Prefer not to answer","Yes","Unemployed, and looking for work",0,0,0,0,5,8,"Brown",1,2,5,4,3,50,5,30,5,10,0,0,100,0,0,100,0,0,0,10,90,0,25,50,25,0,50,0,50,"","Sometimes","Sometimes","Most of the time","Sometimes","Most of the time","Most of the time","Sometimes","fae19fd5-5cdc-f011-8d4c-002248d5417f","Quebec","English","Liberal Party of Canada","Quebec Liberal Party","Equally Canadian and Quebecer",8,8,9,8,7,"Quebec",50,0.5,0.5,5,0.05,0,30,0.3,0.25,5,0.05,0,10,0.1,0,0,-25,0,-25,1,75,0,-25,0,-25,1,75,0,-25,0,-25,0,-25,0,-15,1,65,0,-25,0,-8.33333333333334,1,16.6666666666667,0,-8.33333333333334,0,-25,0,25,0,-25,0,25,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0.66,1,0.33,0,0,0,0.66,1,1,1,0,0,0.66,1,8,1,8,1,9,1,8,1,7,1
"16",489,"R_3X4YONQG0kvDD88","FR","Male",1975,"Quebec","Master’s degree","$60,001 to $90,000","Alone without children","No","Working full-time (35 or more hours per week)",NA,NA,NA,NA,10,8,"Brown",1,3,4,2,5,60,10,5,20,5,25,25,25,25,20,20,20,40,25,25,25,25,35,35,30,25,25,25,25,"","Never","Sometimes","Most of the time","Never","Rarely","Most of the time","Never","03e49fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Quebec Liberal Party","Solely as Canadian",0,0,6,0,0,"Quebec",60,0.6,0.5,10,0.1,0,5,0.05,0,20,0.2,0.25,5,0.05,0,0,0,0,0,0,0,0,0,0,-5,0,-5,0,-5,1,15,0,0,0,0,0,0,0,0,0,1.66666666666666,0,1.66666666666666,0,-3.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
"17",504,"R_5xeX7g0K0OAEzpT","EN","Male",1987,"Ontario","Bachelor’s degree","More than $200,000","In couple with children","Yes","Working full-time (35 or more hours per week)",2,0,0,0,7,7,"Brown",3,2,4,5,1,20,30,20,30,0,100,0,0,0,0,0,0,100,100,0,0,0,100,0,0,50,0,50,0,"","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","09f69fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Did not vote","Did not vote","Solely as Canadian",5,5,7,7,5,"Ontario",20,0.2,0.25,30,0.3,0.25,20,0.2,0.25,30,0.3,0.25,0,0,0,1,75,0,-25,0,-25,0,-25,0,-25,0,-25,0,-25,1,75,1,75,0,-25,0,-25,0,-25,1,66.6666666666667,0,-33.3333333333333,0,-33.3333333333333,0,25,0,-25,0,25,0,-25,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NA,0,1,1,0.33,0,0.33,0,0.66,1,0.66,1,0.33,0,0.66,1,5,0,5,0,7,1,7,1,5,0
"18",418,"R_7judeGRkrZAYdEJ","EN","Female",2002,"Ontario","Some university","$30,001 to $60,000","Alone without children","No","A student attending school",NA,NA,NA,NA,5,4,"Brown",1,2,4,3,5,20,20,20,20,20,0,100,0,0,0,100,0,0,20,0,40,40,100,0,0,0,50,0,50,"","Never","Sometimes","Sometimes","Rarely","Rarely","Most of the time","Never","d8ed9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario Liberal Party","Equally Canadian and Ontarian",0,0,5,5,2,"Ontario",20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,20,0.2,0.25,0,-25,1,75,0,-25,0,-25,0,-25,1,75,0,-25,0,-25,0,-5,0,-25,0,15,0,15,1,66.6666666666667,0,-33.3333333333333,0,-33.3333333333333,0,-25,0,25,0,-25,0,25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0.33,0,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,5,0,5,0,2,0
"19",881,"R_5z711GIGEDiXGiB","EN","Female",1979,"Alberta","Completed technical, community college, CEGEP, College Classique","$110,001 to $150,000","In couple without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,2,8,"Brown",1,3,4,2,5,25,25,15,25,10,10,30,60,0,5,50,15,30,10,5,70,15,0,80,20,15,45,15,25,"Sometimes","","Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Most of the time","4cabe2d5-5cdc-f011-8d4c-002248d5417f","Alberta","English","Liberal Party of Canada","New Democratic Party","First Canadian, second Albertan",2,6,8,0,7,"Alberta",25,0.25,0.25,25,0.25,0.25,15,0.15,0.25,25,0.25,0.25,10,0.1,0,0,-15,0,5,1,35,0,-25,0,-20,1,25,0,-10,0,5,0,-15,0,-20,1,45,0,-10,0,-33.3333333333333,1,46.6666666666667,0,-13.3333333333333,0,-10,1,20,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,1,NA,0,0.33,0,0.33,0,0.66,1,0.66,1,0.66,1,1,1,2,0,6,1,8,1,0,0,7,1
"20",479,"R_6p4lD7eF7yytZ7E","EN","Female",1993,"Ontario","Bachelor’s degree","$90,001 to $110,000","In couple without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,6,5,"Brown",3,2,1,4,5,15,10,30,5,40,10,30,10,50,25,25,25,25,20,25,20,35,40,30,30,30,30,20,20,"","Rarely","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","bb9be2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","New Democratic Party","Ontario New Democratic Party","First Canadian, second Ontarian",6,6,6,6,5,"Ontario",15,0.15,0.25,10,0.1,0,30,0.3,0.25,5,0.05,0,40,0.4,0.5,0,-15,0,5,0,-15,1,25,0,0,0,0,0,0,0,0,0,-5,0,0,0,-5,1,10,1,6.66666666666666,0,-3.33333333333334,0,-3.33333333333334,0,5,0,5,0,-5,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.33,0,0.66,1,6,1,6,1,6,1,6,1,5,0
"21",532,"R_7pyptw8l78puKNr","EN","Male",1947,"Ontario","Bachelor’s degree","$110,001 to $150,000","In couple without children","Yes","Working part-time (less than 35 hours per week)",NA,NA,NA,NA,2,10,"Brown",3,5,1,2,4,20,50,10,10,10,20,10,20,50,20,10,20,50,5,5,50,40,10,50,40,10,40,20,30,"Rarely","","Most of the time","Sometimes","Sometimes","Most of the time","Sometimes","Rarely","b89de2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario Liberal Party","Solely as Canadian",7,3,5,2,2,"Ontario",20,0.2,0.25,50,0.5,0.5,10,0.1,0,10,0.1,0,10,0.1,0,0,-5,0,-15,0,-5,1,25,0,-5,0,-15,0,-5,1,25,0,-20,0,-20,1,25,0,15,0,-23.3333333333333,1,16.6666666666667,0,6.66666666666666,0,-15,1,15,0,-5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,NA,0,0,0,0.33,0,0.66,1,1,1,0.33,0,0.33,0,7,1,3,0,5,0,2,0,2,0
"22",630,"R_7FrYeoZ3lFXKHn9","EN","Female",1962,"Ontario","Completed secondary/ high school","$60,001 to $90,000","In couple without children","Yes","Working part-time (less than 35 hours per week)",NA,NA,NA,NA,5,8,"Brown",2,3,5,1,4,20,30,10,20,20,10,5,10,75,30,30,10,30,70,30,0,0,20,40,40,50,20,10,20,"Most of the time","","Sometimes","Sometimes","Most of the time","Sometimes","Sometimes","Sometimes","4ff99fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Progressive Conservative Party of Ontario","Equally Canadian and Ontarian",7,6,6,6,6,"Ontario",20,0.2,0.25,30,0.3,0.25,10,0.1,0,20,0.2,0.25,20,0.2,0.25,0,-15,0,-20,0,-15,1,50,0,5,0,5,0,-15,0,5,1,45,0,5,0,-25,0,-25,0,-13.3333333333333,0,6.66666666666666,0,6.66666666666666,1,25,0,-5,0,-15,0,-5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0.33,0,0.33,0,1,1,0.66,1,0.33,0,0.66,1,7,1,6,1,6,1,6,1,6,1
"23",1948,"R_3NOkxzhXQn2SSnV","FR","Male",1965,"Quebec","Master’s degree","$150,001 to $200,000","In couple without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,6,"Brown",3,5,4,2,1,35,20,5,10,30,0,0,0,100,30,20,40,10,10,0,45,45,10,70,20,35,40,10,15,"","Most of the time","Sometimes","Most of the time","Rarely","Most of the time","Sometimes","Sometimes","17e59fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Liberal Party of Canada","Coalition Avenir Québec","First Canadian, second Quebecer",6,4,6,6,7,"Quebec",35,0.35,0.25,20,0.2,0.25,5,0.05,0,10,0.1,0,30,0.3,0.25,0,-25,0,-25,0,-25,1,75,0,5,0,-5,1,15,0,-15,0,-15,0,-25,0,20,0,20,0,-23.3333333333333,1,36.6666666666667,0,-13.3333333333333,0,10,1,15,0,-15,0,-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,1,0.33,0,0,0,0.33,0,1,1,0.33,0,0.66,1,6,1,4,0,6,1,6,1,7,1
"24",468,"R_1GZIfAB4IBkTgCd","EN","Male",1996,"Alberta","Some university","$110,001 to $150,000","In couple with children","No","Working full-time (35 or more hours per week)",1,0,0,4,8,10,"Brown",1,3,5,2,4,60,10,10,10,10,10,70,10,10,20,40,20,20,0,0,40,60,60,20,20,10,70,10,10,"","Never","Sometimes","Sometimes","Rarely","Most of the time","Sometimes","Never","2cade2d5-5cdc-f011-8d4c-002248d5417f","Alberta","Other","Conservative Party of Canada","United Conservative Party of Alberta","First Albertan, second Canadian",8,0,3,1,2,"Alberta",60,0.6,0.5,10,0.1,0,10,0.1,0,10,0.1,0,10,0.1,0,0,-15,1,45,0,-15,0,-15,0,-5,1,15,0,-5,0,-5,0,-25,0,-25,0,15,1,35,1,26.6666666666667,0,-13.3333333333333,0,-13.3333333333333,0,-15,1,45,0,-15,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.33,0,0.33,0,0.33,0,1,1,0.33,0,0,0,8,1,0,0,3,0,1,0,2,0
"25",303,"R_7C9mhy4B3xCnLQb","EN","Male",1980,"Ontario","Completed technical, community college, CEGEP, College Classique","$60,001 to $90,000","Alone without children","Yes","Working full-time (35 or more hours per week)",NA,NA,NA,NA,5,7,"Brown",1,4,3,2,5,40,50,10,0,0,0,0,0,100,25,25,10,40,20,0,40,40,50,25,25,0,100,0,0,"Sometimes","","Most of the time","Rarely","Rarely","Rarely","Sometimes","Sometimes","68a5e2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Progressive Conservative Party of Ontario","Solely as Canadian",6,8,7,8,6,"Ontario",40,0.4,0.5,50,0.5,0.5,10,0.1,0,0,0,0,0,0,0,0,-25,0,-25,0,-25,1,75,0,0,0,0,0,-15,1,15,0,-5,0,-25,0,15,0,15,1,16.6666666666667,0,-8.33333333333334,0,-8.33333333333334,0,-25,1,75,0,-25,0,-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.66,1,NA,0,0,0,0.66,1,0.33,0,0.33,0,0.33,0,0.66,1,6,1,8,1,7,1,8,1,6,1
"26",1271,"R_3PpJGWMtKJsC4Lo","EN","Male",1957,"Ontario","Bachelor’s degree","$60,001 to $90,000","In couple without children","Yes","Retired",NA,NA,NA,NA,4,8,"Brown",2,3,1,5,4,35,25,15,20,5,40,30,20,10,30,25,40,5,10,0,70,20,35,35,30,30,25,25,20,"","Sometimes","Most of the time","Most of the time","Rarely","Most of the time","Rarely","Sometimes","abeb9fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario New Democratic Party","Solely as Canadian",7,3,6,3,7,"Ontario",35,0.35,0.25,25,0.25,0.25,15,0.15,0.25,20,0.2,0.25,5,0.05,0,1,15,0,5,0,-5,0,-15,0,5,0,0,1,15,0,-20,0,-15,0,-25,1,45,0,-5,0,1.66666666666666,0,1.66666666666666,0,-3.33333333333334,1,5,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.66,1,0,0,0,0,0.33,0,1,1,0.66,1,0.66,1,7,1,3,0,6,1,3,0,7,1
"27",1890,"R_7AGxtEhCWBKOSJE","FR","Male",1986,"Quebec","Bachelor’s degree","More than $200,000","In couple with children","Yes","Working full-time (35 or more hours per week)",2,0,0,0,7,5,"Brown",2,1,4,3,5,60,10,10,10,10,0,0,95,5,0,0,0,100,40,30,0,30,20,60,20,0,0,50,50,"Most of the time","","Sometimes","Sometimes","Most of the time","Rarely","Sometimes","Never","f2dc9fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Bloc Québécois","Parti québécois","First Quebecer, second Canadian",6,2,3,3,8,"Quebec",60,0.6,0.5,10,0.1,0,10,0.1,0,10,0.1,0,10,0.1,0,0,-25,0,-25,1,70,0,-20,0,-25,0,-25,0,-25,1,75,1,15,0,5,0,-25,0,5,0,-13.3333333333333,1,26.6666666666667,0,-13.3333333333333,0,-25,0,-25,0,25,0,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0.33,0,0.33,0,1,1,0.33,0,0.33,0,0,0,6,1,2,0,3,0,3,0,8,1
"28",753,"R_7aC6Qd9GH51EFRD","FR","Male",1989,"Quebec","Some university","$150,001 to $200,000","In couple with children","Yes","Working full-time (35 or more hours per week)",1,1,0,0,5,7,"Brown",1,2,4,3,5,40,10,15,15,20,25,25,25,25,20,30,30,20,0,0,20,80,30,30,40,25,25,25,25,"","Most of the time","Sometimes","Sometimes","Sometimes","Sometimes","Most of the time","Rarely","d6e79fd5-5cdc-f011-8d4c-002248d5417f","Québec","French","Conservative Party of Canada","Coalition Avenir Québec","First Quebecer, second Canadian",7,5,2,4,5,"Quebec",40,0.4,0.5,10,0.1,0,15,0.15,0.25,15,0.15,0.25,20,0.2,0.25,0,0,0,0,0,0,0,0,0,-5,0,5,0,5,0,-5,0,-25,0,-25,0,-5,1,55,0,-3.33333333333334,0,-3.33333333333334,1,6.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,1,0.33,0,0.33,0,0.66,1,0.66,1,0,0,0.33,0,7,1,5,0,2,0,4,0,5,0
"29",813,"R_5eLxRHVEJRM9ahK","EN","Male",1964,"Ontario","Completed technical, community college, CEGEP, College Classique","$150,001 to $200,000","In couple without children","No","Retired",NA,NA,NA,NA,6,8,"Brown",1,3,2,4,5,30,25,25,20,0,100,0,0,0,0,0,0,100,0,100,0,0,33,34,33,100,0,0,0,"","Most of the time","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Most of the time","71f89fd5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Progressive Conservative Party of Ontario","Solely as Canadian",7,3,5,5,7,"Ontario",30,0.3,0.25,25,0.25,0.25,25,0.25,0.25,20,0.2,0.25,0,0,0,1,75,0,-25,0,-25,0,-25,0,-25,0,-25,0,-25,1,75,0,-25,1,75,0,-25,0,-25,0,-0.333333333333336,1,0.666666666666664,0,-0.333333333333336,1,75,0,-25,0,-25,0,-25,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,0,1,1,0.33,0,0.33,0,0.66,1,0.33,0,0.66,1,1,1,7,1,3,0,5,0,5,0,7,1
"30",689,"R_1ib3GppZAtJKFap","EN","Female",1984,"Ontario","Bachelor’s degree","$90,001 to $110,000","In couple with children","Yes","Unemployed, and looking for work",1,1,0,0,0,10,"Brown",1,2,3,4,5,50,10,20,10,10,2,2,95,1,2,2,95,1,1,1,97,1,24,75,1,40,10,20,30,"","Rarely","Sometimes","Sometimes","Sometimes","Most of the time","Rarely","Most of the time","699fe2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario New Democratic Party","First Canadian, second Ontarian",5,2,4,0,4,"Ontario",50,0.5,0.5,10,0.1,0,20,0.2,0.25,10,0.1,0,10,0.1,0,0,-23,0,-23,1,70,0,-24,0,-23,0,-23,1,70,0,-24,0,-24,0,-24,1,72,0,-24,0,-9.33333333333334,1,41.6666666666667,0,-32.3333333333333,1,15,0,-15,0,-5,0,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0.33,0,0.33,0,0.33,0,0.66,1,1,1,0.66,1,1,1,5,0,2,0,4,0,0,0,4,0
"31",642,"R_6bLYVa2k7iEP3l7","EN","Male",1962,"Ontario","Completed secondary/ high school","$90,001 to $110,000","Alone without children","Yes","Self-employed",NA,NA,NA,NA,7,10,"Brown",2,3,5,4,1,40,20,10,10,20,0,20,0,80,0,20,0,80,40,0,40,20,0,80,20,20,40,20,20,"Most of the time","","Sometimes","Sometimes","Most of the time","Sometimes","Sometimes","Most of the time","4ba2e2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Conservative Party of Canada","Progressive Conservative Party of Ontario","Solely as Canadian",6,7,7,7,6,"Ontario",40,0.4,0.5,20,0.2,0.25,10,0.1,0,10,0.1,0,20,0.2,0.25,0,-25,0,-5,0,-25,1,55,0,-25,0,-5,0,-25,1,55,0,15,0,-25,0,15,0,-5,0,-33.3333333333333,1,46.6666666666667,0,-13.3333333333333,0,-5,1,15,0,-5,0,-5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0.33,0,0.33,0,1,1,0.66,1,0.33,0,1,1,6,1,7,1,7,1,7,1,6,1
"32",1358,"R_3rHwLG2YlaIcF0r","EN","Male",1949,"Ontario","Completed technical, community college, CEGEP, College Classique","$110,001 to $150,000","In couple without children","Yes","Retired",NA,NA,NA,NA,2,7,"Brown",1,2,3,4,5,50,25,5,10,10,80,0,20,0,75,10,15,0,0,0,75,25,50,25,25,75,25,0,0,"","Sometimes","Most of the time","Most of the time","Rarely","Most of the time","Rarely","Most of the time","eca0e2d5-5cdc-f011-8d4c-002248d5417f","Ontario","English","Liberal Party of Canada","Ontario New Democratic Party","Solely as Canadian",8,6,8,4,7,"Ontario",50,0.5,0.5,25,0.25,0.25,5,0.05,0,10,0.1,0,10,0.1,0,1,55,0,-25,0,-5,0,-25,1,50,0,-15,0,-10,0,-25,0,-25,0,-25,1,50,0,0,1,16.6666666666667,0,-8.33333333333334,0,-8.33333333333334,1,50,0,0,0,-25,0,-25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,0,0.66,1,0,0,0,0,0.33,0,1,1,0.66,1,1,1,8,1,6,1,8,1,4,0,7,1
