"","id","userFR_bin","ses_male_bin","ses_age","age34","age35_54","alberta_bin","bcolumbia_bin","nova_scotia_bin","ontario_bin","quebec_bin","yukon_bin","ses_french_bin","educ_group","educBHS","educHS","ses_income_char","ses_income3Cat","incomeLow_bin","incomeMid_bin","ses_postalCode","ses_matStatus_char","matStatus_married_bin","ses_home_ownership_char","home_owned_bin","home_rented_bin","ses_children_char","children_bin","ses_citizenYes_bin","ses_employ_status_char","employ_fulltime_bin","ses_family_structure_char","family_first_union_bin","ses_children05_char","youngChildren","ses_children612_char","dependentChildren","ses_children1317_char","teenChildren","ses_children18_char","ses_0children18_bin","ses_1children18_bin","ses_2children18_bin","ses_3children18_bin","ses_4children18_bin","ideo_right_num.","ideo_interest_politics_num","ideo_cynicism","ideo_cynicism_char","ideo_party_them","ideo_party_bin","ideo_country_bin","budget_health_priority_num","budget_health_priority_bin","budget_education_priority_num","budget_education_priority_bin","budget_pensions_priority_num","budget_pensions_priority_bin","budget_taxes_priority_num","budget_taxes_priority_bin","budget_debt_priority_num","budget_debt_priority_bin","budget_spend_prio_health_norm","budget_spend_prio_seniors_norm","budget_spend_prio_childcare_norm","budget_spend_prio_costLiving_norm","budget_spend_prio_climateChange_norm","tradeoff_childcare_num","tradeoff_childcare_higher_taxes_num","tradeoff_childcare_by_cutting_num","tradeoff_childcare_debt_num","tradeoff_no_taxes_num","tradeoff_taxes_sales_num","tradeoff_taxes_high_income_num","tradeoff_taxes_wealthy_num","tradeoff_taxconst_char","tradeoff_capital_bin","tradeoff_sales_bin","tradeoff_income_bin","tradeoff_no_exception_bin","tradeoff_dontremember_bin","tradeoff_childcare_benefits_num","tradeoff_childcare_lowincome_num","tradeoff_childcare_char","tradeoff_childcare_benefits_bin","tradeoff_childcare_income_bin","tradeoff_childcare_dontremember_bin","tradeoff_childcare_no_mention_bin","tradeoff_senior_benefits_num","tradeoff_senior_income_num","redis_intelligence_num","redis_opportunity_num","redis_reasons_rich_num","redis_reasons_poor_num","redis_effort_num","redis_social_benefits_num","redis_welfare_num","redis_no_cheat_system_num"
"388",388,1,1,81,0,0,0,0,0,0,1,0,0,"educUniv",0,0,"60001_to_90000","Mid",0,1,"H4N","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,1,"Their party","their_party",0,1,0,0.75,1,1,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,0.66,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,0.66,NA,NA,0.66,0.66,0.66,0.66,0.66
"389",389,1,0,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"j3e","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"The country","the_country",0,0,1,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,0.33,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,NA,0.33,"No trade-off was mentioned.",0,0,0,1,0.33,NA,1,NA,NA,1,0,0.66,0.33,1
"390",390,1,0,29,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J6S","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"unemployed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0.9,"Don’t know","dont_know",0,0,0,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0,0.25,0,0.5,NA,NA,0.66,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0,NA,0.33,NA,NA,1,0,0.66,0,0.66
"391",391,1,0,40,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J8M","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"2 enfants 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.44,0.7,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0,0,0.25,0,0.5,0.25,0,0,0.25,NA,NA,0.66,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,0.66,NA,NA,1,0.33,0.66,0.33,0.66
"392",392,1,1,71,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J1k","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,0,"retired",0,"separate_parents",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Themselves","themselves",1,0,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0,0.5,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,0.66,NA,NA,0.66,0.66,0.66,0.66,0.33
"393",393,1,0,31,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H3L","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,1,0,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,1,NA,0.33,NA,1,0.33,1,0.33,1
"394",394,0,1,37,0,1,0,0,0,0,1,0,0,"educUniv",0,0,"more_than_200000","High",0,0,"J7V","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0,0.25,0.25,0,0.66,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,1,NA,NA,0.66,0.66,0.66,0.66,0.66
"395",395,1,1,57,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G0L","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"Their party","their_party",0,1,0,1,1,0.25,0,0.5,0,0.75,1,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,1,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,1,NA,1,NA,0.66,0.66,0.66,0.33
"396",396,1,1,35,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"H4G","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.66,0.9,"Their party","their_party",0,1,0,0.25,0,0.5,0,0,0,1,1,0.75,1,0.25,0.25,0.25,0.25,0.5,0.66,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,0.66,NA,NA,0.66,0.66,1,0.33,0.66
"397",397,1,1,47,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H1V","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"Don’t know","dont_know",0,0,0,0.5,0,0.75,1,0.25,0,1,1,0,0,0,0.25,0.25,0,0.5,NA,NA,1,NA,NA,0,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,0.66,1,NA,0.33,1,0.33,0.66
"398",398,1,1,90,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J0B","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.6,"The country","the_country",0,0,1,1,1,0.25,0,0.75,1,0,0,0.5,0,0.5,0.25,0,0,0.25,NA,NA,NA,NA,NA,1,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,1,NA,0.66,1,0.66,0.33,1
"399",399,1,0,67,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J9J","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.7,"Themselves","themselves",1,0,0,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0,0.25,NA,NA,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,0.66,NA,0.66,1,0.66,1
"400",400,1,1,31,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"h1t","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,1,"Themselves","themselves",1,0,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0.25,0.25,NA,0.66,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.33,NA,0.66,0,1,0.33,0.66
"401",401,1,0,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G1R","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"self_employed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Their party","their_party",0,1,0,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,0.66,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,0.66,0.66,NA,0.33,0.66,0.33,0.66
"402",402,1,1,55,0,0,0,0,0,0,1,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"H1K","married",1,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.8,"The country","the_country",0,0,1,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0,0.25,NA,NA,0.66,NA,NA,0.33,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,1,0.33,NA,1,1,0.33,1
"403",403,1,1,51,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G7J","divorced",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_with_children",1,1,"working_full_time",1,"separate_parents",0,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"4 enfants 13-17 ans",1,"1 enfant 18+ ans",0,1,0,0,0,0.22,0.7,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0.25,0.5,NA,NA,NA,NA,NA,0.66,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,0.33,NA,0.33,NA,0.33,1,0.33,0.33
"404",404,1,1,32,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"j7v","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"2 enfants 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.33,0.8,"The country","the_country",0,0,1,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0,0.25,0,0.25,NA,0.66,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,NA,0.66,0.66,0.66,0.33,0.66
"405",405,1,1,28,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"j3x","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,0.9,"Their party","their_party",0,1,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0.33,NA,1,0,1,0.33,1
"406",406,1,1,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1W","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.9,"The country","the_country",0,0,1,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,0.66,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,1,NA,NA,1,0.33,1,0.33,1
"407",407,1,0,48,0,1,0,0,0,0,1,0,1,"educHS",0,1,"more_than_200000","High",0,0,"J0N","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"2 enfants 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.66,0.5,"Don’t know","dont_know",0,0,0,1,1,0.25,0,0.75,1,0,0,0.5,0,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,NA,0.66,0.66,0.66,0.66,0.66
"408",408,1,1,62,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"h7g","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.7,"Their party","their_party",0,1,0,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"No trade-off was mentioned.",0,0,0,1,0.33,NA,NA,0.66,NA,1,0.33,0.66,0.33,0.66
"409",409,1,0,41,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G3J","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"1 enfant 6-12 ans",1,"2 enfants 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.77,0.7,"Themselves","themselves",1,0,0,0.75,1,1,1,0,0,0.5,0,0.25,0,0.25,0.25,0.25,0,0,NA,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,0.66,NA,NA,0.66,0,0.66,0.33,0.66
"410",410,1,1,46,0,1,0,0,0,0,1,0,1,"educHS",0,1,"110001_to_150000","Mid",0,1,"H1a","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"1 enfant 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.55,0.8,"The country","the_country",0,0,1,1,1,0.5,0,0.25,0,0,0,0.75,1,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,0.66,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,NA,0.66,0.33,0.66,0.66,0.66
"411",411,1,1,44,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"H2V","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.8,"The country","the_country",0,0,1,0.5,0,0.25,0,0,0,0.75,1,1,1,0.25,0.25,0,0.5,0,NA,NA,0,NA,NA,NA,0,NA,"A tax on high incomes.",0,0,1,0,0,0,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0,NA,0.66,NA,0.66,NA,0.66,0.66,0.33,1
"412",412,1,1,46,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"J5r","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,0,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"1 enfant 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.33,0.9,"The country","the_country",0,0,1,1,1,0.75,1,0.25,0,0.5,0,0,0,0.5,0,0.25,0.25,0,NA,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,1,NA,0.66,NA,0.66,1,0.66,0.66
"413",413,1,1,48,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H7X","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"seasonal_work",0,"second_union",0,"0 enfant 0-5 ans",0,"1 enfant 6-12 ans",1,"1 enfant 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.77,0.9,"The country","the_country",0,0,1,0.5,0,1,1,0,0,0.25,0,0.75,1,0.5,0,0.25,0,0.25,0.33,NA,NA,NA,1,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,1,NA,NA,0.66,0.66,0.66,0.66,0
"414",414,1,1,63,0,0,0,0,0,0,1,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"J7Y","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"self_employed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.9,"The country","the_country",0,0,1,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,NA,1,NA,0.66,0.33,1,0.33,1
"415",415,1,1,35,0,1,0,0,0,0,1,0,1,"educHS",0,1,"30001_to_60000","Mid",0,1,"G6V","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"first_union",1,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.7,"Their party","their_party",0,1,0,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,0.66,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,0.66,NA,0.66,NA,0.66,0.66,0.33,0.33
"416",416,1,0,73,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"G7G","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"The country","the_country",0,0,1,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0.25,NA,0.66,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,1,NA,NA,1,0,1,0.33,1
"417",417,1,0,58,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"H2B","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_part_time",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,1,"The country","the_country",0,0,1,1,1,0.75,1,0.25,0,0,0,0.5,0,0.25,0.25,0,0.25,0.25,0.66,NA,NA,NA,0,NA,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,NA,1,1,NA,0.33,1,0.33,1
"418",418,1,1,50,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1N","common_law",0,"rented",0,1,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"1 enfant 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.33,0.6,"The country","the_country",0,0,1,0.75,1,1,1,0.5,0,0.25,0,0,0,0.5,0,0,0,0.5,0.66,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0,NA,NA,1,NA,1,0,0,0,1
"419",419,1,0,39,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"g8p","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"second_union",0,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"2 enfants 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.11,0.8,"The country","the_country",0,0,1,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0.25,0.25,NA,1,NA,NA,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,0.33,0.66,NA,0.33,0.66,0.33,0.66
"420",420,1,1,32,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"j7T","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"2 enfants 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.33,0.8,"Themselves","themselves",1,0,0,1,1,0.75,1,0,0,0.5,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,0.33,NA,NA,NA,0,"A capital gains tax.",1,0,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,0.66,NA,NA,0.66,0.66,1,1,1
"421",421,1,0,32,1,0,0,1,0,0,0,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"V5N","married",1,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.7,"The country","the_country",0,0,1,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,NA,0.66,NA,1,0.33,1,0.33,1
"422",422,1,1,57,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"H2H","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"self_employed",0,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"2 enfants 18+ ans",0,0,1,0,0,0.22,0.7,"The country","the_country",0,0,1,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0,0,0,0.5,NA,NA,NA,0.66,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,NA,0.66,1,NA,0.66,0.66,0.33,0.66
"423",423,0,1,69,0,0,0,0,0,1,0,0,0,"educUniv",0,0,"more_than_200000","High",0,0,"m5p","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,0,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Themselves","themselves",1,0,0,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0,0.25,0,0.25,NA,NA,NA,0.66,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0.66,0.66,NA,0.66,0.66,0.66,1
"424",424,1,1,42,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"J8P","single",0,"rented",0,1,"alone_with_children",1,1,"working_full_time",1,"single_parent",0,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"1 enfant 18+ ans",0,1,0,0,0,0.33,0.9,"Their party","their_party",0,1,0,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,0.66,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,NA,0.33,NA,1,0.33,0.66,0.66,0.33
